slug,domain,primary_segment,primary_pocket,primary_team,sha256,source_path
cybersecurity-security-evidence-auditor,cybersecurity,protect,securityos,t07,f8484699b8f9dea3d0c878b7b51e7804bcf99a4e3c7e896834b99f6b4d88e3d9,.bob/skills/cybersecurity-security-evidence-auditor/SKILL.md
cybersecurity-security-operations-analyst,cybersecurity,protect,securityos,t07,cd70b6c6341227cb730bd5eb6b7092889978b06d1667df45fe348807b252bcd8,.bob/skills/cybersecurity-security-operations-analyst/SKILL.md
cybersecurity-security-policy-management,cybersecurity,run,boardos,assurance,2e7ad082faa507ae26798c0d038ce8169535ab2fc806d69755bdc8ce5340039c,.bob/skills/cybersecurity-security-policy-management/SKILL.md
cybersecurity-security-policy-writer,cybersecurity,protect,securityos,assurance,55160031130c2d9c1d620ae90cb42361fed4f8cc4624fcc22bbb3d584532e66f,.bob/skills/cybersecurity-security-policy-writer/SKILL.md
cybersecurity-security-risk-analyst,cybersecurity,protect,securityos,assurance,15cdcc4e2e8bf482304c1bc4aa43f9cf4dc85d38e5f28c086f409a7de4355cbc,.bob/skills/cybersecurity-security-risk-analyst/SKILL.md
cybersecurity-siem-engineering-specialist,cybersecurity,protect,securityos,t03,3ce42a65f43fc8691b6579a922909691b692d51730e13b89aa4acdb5a517cbe8,.bob/skills/cybersecurity-siem-engineering-specialist/SKILL.md
cybersecurity-soc-analyst,cybersecurity,protect,securityos,t07,12f58568046b00f6c41f184d0d42b2f9cd92a8d951f2cb3445b1a76a09017ed0,.bob/skills/cybersecurity-soc-analyst/SKILL.md
cybersecurity-supply-chain-cyber-risk,cybersecurity,protect,securityos,assurance,b38d424280961410725c8b6302f39f8218c6c2c7eb933294905dee3addc5a7ee,.bob/skills/cybersecurity-supply-chain-cyber-risk/SKILL.md
cybersecurity-third-party-security-analyst,cybersecurity,protect,securityos,t07,c4c53a97fdafc39b651aeeece4bc91b835cc992be97df6f41386e6a8de365b4a,.bob/skills/cybersecurity-third-party-security-analyst/SKILL.md
cybersecurity-threat-intelligence-analyst,cybersecurity,protect,securityos,t07,5372526b0b300aa97788860975cd0c350bc3b740e85850c8c26b6ad313aadca4,.bob/skills/cybersecurity-threat-intelligence-analyst/SKILL.md
cybersecurity-threat-modeling-specialist,cybersecurity,protect,securityos,t07,89afca68bf54b8913d60c9d1ef1a964b36e9492ef20b1012c8afd141422a9775,.bob/skills/cybersecurity-threat-modeling-specialist/SKILL.md
cybersecurity-vulnerability-analyst,cybersecurity,protect,securityos,t07,029db69a6a0c3f449efd8fd28b227cfa80c081b88748f086bd9c6898141ce154,.bob/skills/cybersecurity-vulnerability-analyst/SKILL.md
cybersecurity-vulnerability-exposure-management,cybersecurity,protect,securityos,assurance,759f82f9c28c5e6136e23442c6fdb4fe46e600b64f78e8a1653dd0ed40e563be,.bob/skills/cybersecurity-vulnerability-exposure-management/SKILL.md
cybersecurity-vulnerability-prioritization-analyst,cybersecurity,protect,securityos,t07,208ca2faee7681edddee034c6268579ebbd38f66d0cdceb9045ff5274050cc16,.bob/skills/cybersecurity-vulnerability-prioritization-analyst/SKILL.md
cybersecurity-zero-trust-architect,cybersecurity,protect,securityos,t07,39757cd2a3e80e7f89239074fffe4de3e5d72484b8bf9dede0cfbcfe98d18eea,.bob/skills/cybersecurity-zero-trust-architect/SKILL.md
cybersecurity-zero-trust-architecture-review,cybersecurity,protect,securityos,assurance,368b34a9405e862426bacf053a7c0e6c2369adf00ca4457a34af3d3f3c4f6508,.bob/skills/cybersecurity-zero-trust-architecture-review/SKILL.md
dailies_review,shared-execution,make,innovationos,integration,11d97dd3efe2c01a57849a04dd9787c9fa9d7cd9a4a283e912e584f81669bd8b,.bob/skills/dailies_review/SKILL.md
dark-pattern-designer,shared-execution,create,eventos,t01,5d2aed2a0190f01942d726a36860203b83a3d6fc348c2871c25c16801a755b24,.bob/skills/dark-pattern-designer/SKILL.md
data-analytics-engineer,data,make,researchos,t03,7ee04debe011c32252b3349f931a021a4e0a348d7c7a603a9c59768304d9c7c9,.bob/skills/data-analytics-engineer/SKILL.md
data-architect,data,make,researchos,t03,680a16ddf84057df442ffd6035e6a6293b6d60c18689160c8f9f28efe5c6ac83,.bob/skills/data-architect/SKILL.md
data-business-analyst,data,make,researchos,t03,42ae2e513daab3f7e8d1858691a51ccad2b89e8783b569d520ba9e3fe9c41ef6,.bob/skills/data-business-analyst/SKILL.md
data-business-intelligence-analyst,data,make,researchos,t03,b7bcac17d558b72bf1d384a6d6fb6303e7da6ece1dffd7a2ebca12ab8e629f3a,.bob/skills/data-business-intelligence-analyst/SKILL.md
data-causal-inference-analyst,data,make,researchos,t03,b62742cf577feb5fa88c5c92fde651bfbbf8418f066bf41ba9ed3f54e3d84b62,.bob/skills/data-causal-inference-analyst/SKILL.md
data-chief-data-officer-advisor,data,make,researchos,t03,324db50e63e6f7d04e63469cdbbcecd2ad42d81f717f5cca19464ca31455eccd,.bob/skills/data-chief-data-officer-advisor/SKILL.md
data-dashboard-designer,data,make,researchos,t03,552835ad2f9cb552506d5e5d11e5638da341320e2e8e6a20b59f0c1a315c9cf9,.bob/skills/data-dashboard-designer/SKILL.md
data-documentation-specialist,data,make,researchos,t03,521c231ad442904399d67db8df9d75951d627741526ee0093baf44b4b39e4776,.bob/skills/data-documentation-specialist/SKILL.md
data-engineer,data,make,researchos,t03,96c476e2fcfabc433d6c5327487724629e84e472076c942e16a34d746fa3a6d4,.bob/skills/data-engineer/SKILL.md
data-experimentation-analyst,data,make,researchos,t03,a16f4f20589e707009a1e13d5d715582ccd5e48c15c4f9a03bd82c47061e0a4f,.bob/skills/data-experimentation-analyst/SKILL.md
data-forecasting-analyst,data,make,researchos,t03,e309074e934e223c4ccce7f0ab55568dc6ccd56767f8d0bf13e46890713993af,.bob/skills/data-forecasting-analyst/SKILL.md
data-governance-analyst,data,make,researchos,t03,8008780c82f4ae1d909d7f1d7bb17a3fdcb1c951b75af06a442d8f7e9e32e698,.bob/skills/data-governance-analyst/SKILL.md
data-kpi-analyst,data,make,researchos,t03,b3fbd048e721034bb44d81ffd07160e2da5f605901e08d49202e3b2cb23f526b,.bob/skills/data-kpi-analyst/SKILL.md
data-lineage-specialist,data,make,researchos,t03,9e5f333122b6c6c6cd074096aa440f1263c089f9eb714b7d27206e8a4935a676,.bob/skills/data-lineage-specialist/SKILL.md
data-machine-learning-engineer,data,make,researchos,t03,8ab0147f40e9d2f57025d74b188801b3346c3a124ab9c57f1bf959aee0507b01,.bob/skills/data-machine-learning-engineer/SKILL.md
data-metrics-designer,data,make,researchos,t03,29c67b13b7a8d7108e240abc86e21456585cacb3cdfc32a2fc57c3106cd5babb,.bob/skills/data-metrics-designer/SKILL.md
data-operations-analyst,data,make,researchos,t03,0059925f81dce2c4db3cea1f6f7b42250d362571354469c5efa6544348c4ba16,.bob/skills/data-operations-analyst/SKILL.md
data-orchestrator,data,make,researchos,t03,4b614f5a35f98c349037cb45dea0feee1b2cf534902b53a56d4499b93c5f6446,.bob/skills/data-orchestrator/SKILL.md
data-product-analyst,data,make,researchos,t03,8d34d9f18ec2f6f9a7107fda2c86d5762c286de1225b5d887cece4e8edf99b53,.bob/skills/data-product-analyst/SKILL.md
data-quality-analyst,data,make,researchos,assurance,ae1811718ba969f17f4e0ba34d5b09ed2597aea122ed0420f1c588892f450bb6,.bob/skills/data-quality-analyst/SKILL.md
data-scientist,data,make,researchos,t03,20acdd2e89bec379ed4324f46543a247e37b86379085281744a1bcaa2a8acc5d,.bob/skills/data-scientist/SKILL.md
data-statistical-analyst,data,make,researchos,t03,d8e1ffbaaf17cb6fad3967ddf5d96a077f29c13641f8eb2f2140206774e4c543,.bob/skills/data-statistical-analyst/SKILL.md
data-strategist,data,make,researchos,t03,af37e809e5f5f2ac62959cd791c72dfa63e698c7188ce1f977af3b195bb7f7b2,.bob/skills/data-strategist/SKILL.md
data-strategy-ai-use-case-qualification,data,run,enterpriseos,assurance,172415b6f1f20c2f3263017c3243c73bbdca8ef10b98c7efc5d2e3a97fa5b782,.bob/skills/data-strategy-ai-use-case-qualification/SKILL.md
data-strategy-analytics-insight-synthesis,data,make,researchos,t03,954b6ed9d381df5c939db67d87b0306088414df0b444a1637f8c943b057771a4,.bob/skills/data-strategy-analytics-insight-synthesis/SKILL.md
data-strategy-benefits-realization-evidence,data,run,enterpriseos,t03,c16e05ad41ba26f1e4061a1cc35de12686c96bbb4c758b52e0aec3b9572dadf5,.bob/skills/data-strategy-benefits-realization-evidence/SKILL.md
data-strategy-business-case-preparation,data,run,enterpriseos,t03,0309b0811e1c678c0d19000b3013bd9c1c3a2ca6ee39d8de5beb42581f65cd2c,.bob/skills/data-strategy-business-case-preparation/SKILL.md
data-strategy-carbon-data-quality,data,run,enterpriseos,assurance,63034db6bfb7e0dba73bf6008a654403873cb535e36ef133e8371b9e5e721471,.bob/skills/data-strategy-carbon-data-quality/SKILL.md
data-strategy-dashboard-quality-review,data,run,boardos,assurance,3fe7564832fae713f68d14014868643101f61250aab61a811d3b197274716bc6,.bob/skills/data-strategy-dashboard-quality-review/SKILL.md
data-strategy-data-access-request-precheck,data,run,enterpriseos,t03,ae23931182dd8995a889ec38a6401c6a71e43ea248364c382b5246a8131ec77f,.bob/skills/data-strategy-data-access-request-precheck/SKILL.md
data-strategy-data-issue-triage,data,run,enterpriseos,t03,dc7d67da78d985007d040ddcbb5957ae1953a4d320fe1001125cc048f5ed548b,.bob/skills/data-strategy-data-issue-triage/SKILL.md
data-strategy-data-product-assessment,data,run,enterpriseos,assurance,7153f3104125e9f32f2f9e02218ba1fb609598a60b55d8a816ce58e971b8e024,.bob/skills/data-strategy-data-product-assessment/SKILL.md
data-strategy-data-quality-scorecard,data,run,enterpriseos,assurance,36310920daf7533633628dc10a4ae21c8faea8da09af7619d88f823888fbeeb6,.bob/skills/data-strategy-data-quality-scorecard/SKILL.md
data-strategy-data-retention-impact,data,run,enterpriseos,t03,0e568678f2904c63cc09831b1a2f0e5aaeec68d88ec8c2a51cfa7c7a90edc6b0,.bob/skills/data-strategy-data-retention-impact/SKILL.md
data-strategy-dependency-risk-analysis,data,run,pmoos,assurance,f1ebec211a8eb7f6571a2c243b58f7513c577a917ccfcb72ce869f036f9490d8,.bob/skills/data-strategy-dependency-risk-analysis/SKILL.md
data-strategy-esg-metric-evidence,data,run,enterpriseos,assurance,fff00f0a5212589f3e6c353c2ac5fcca1580f1e22fdd7ecbc8f8a030246abd47,.bob/skills/data-strategy-esg-metric-evidence/SKILL.md
data-strategy-knowledge-refresh-assessment,data,run,enterpriseos,t03,3976e30836c2a83e840e3945878ec444469e6d81993d3588a5ddec8877a78fef,.bob/skills/data-strategy-knowledge-refresh-assessment/SKILL.md
data-strategy-lineage-evidence-pack,data,run,enterpriseos,t03,b17cc4efda2a2592c869af2a15abc306e776cd1d4b530c7cc53a65524f7ced77,.bob/skills/data-strategy-lineage-evidence-pack/SKILL.md
data-strategy-master-data-remediation,data,run,enterpriseos,t03,13442913d20b6b9321d69df71ffa7de935896b87c92167e757cc50412698bc18,.bob/skills/data-strategy-master-data-remediation/SKILL.md
data-strategy-metric-definition-governance,data,run,enterpriseos,t03,636e7924907b3d5ad26941cf0aca5c912d1d668daf5826eeeeade575496e28f0,.bob/skills/data-strategy-metric-definition-governance/SKILL.md
data-strategy-model-inventory-quality,data,run,enterpriseos,assurance,e7574d2f8898090479c6c1423e119272f12adeacb9c4fea69d5760799a9d8f78,.bob/skills/data-strategy-model-inventory-quality/SKILL.md
data-strategy-model-risk-assessment-prep,data,run,enterpriseos,assurance,b7c21e7e8ef8c5a4b241756fdd712791126c94eca5e0eb9b1b49e928e824f795,.bob/skills/data-strategy-model-risk-assessment-prep/SKILL.md
data-strategy-okr-progress-review,data,run,enterpriseos,assurance,4c8a04876a0e5edff917b7138f9b71717250bc06d536b2e3254c1896933db46d,.bob/skills/data-strategy-okr-progress-review/SKILL.md
data-strategy-portfolio-roadmap-synthesis,data,run,enterpriseos,t03,7760f00872d87c6588e27a5fe5aaf4abfc7e32aba323acfdef85c4d73148d9f6,.bob/skills/data-strategy-portfolio-roadmap-synthesis/SKILL.md
data-strategy-program-plan-readiness,data,run,pmoos,t03,f9d59b3f4f17f2a8c42440d7d9295603d417e5307f251c117349032430a2b9d2,.bob/skills/data-strategy-program-plan-readiness/SKILL.md
data-strategy-prompt-policy-review,data,run,enterpriseos,assurance,feaf540666a7c587b3487d8bb8aca0998d3a63b2f09e84d3963aa0d5f6ddad40,.bob/skills/data-strategy-prompt-policy-review/SKILL.md
data-strategy-schema-change-impact,data,run,enterpriseos,assurance,7f9a12138f4362122976c8e787645c11bdef68ffb41239515a6851bfbff59d40,.bob/skills/data-strategy-schema-change-impact/SKILL.md
data-strategy-sustainability-initiative-prioritization,data,run,enterpriseos,t03,64f058ecf5b311331b8c5dee7158a7b05ff216c16353a77ace839a2d7ed6c7f6,.bob/skills/data-strategy-sustainability-initiative-prioritization/SKILL.md
data-visualization-specialist,data,make,researchos,t03,e7a3a3e3a02d36f21bb6baf60451fe2f38c4fbec9d17e5243153769a5c1e2dd2,.bob/skills/data-visualization-specialist/SKILL.md
decision-rights-and-human-handoff,shared-execution,run,boardos,t05,bb8b081f53a5b3b5c6aea886e746484b088e82f991586a6d95f6aed1728493e6,.bob/skills/decision-rights-and-human-handoff/SKILL.md
decision_logging,shared-execution,run,boardos,integration,7274ef39328f9bfaa171c91a167dcada427de10025ba102a3f14e1052c5da2fd,.bob/skills/decision_logging/SKILL.md
delivery_color_check,shared-execution,create,agencyos,integration,2b82acc188dee1dacfb1153a304c22c0ae8f0e15c25402cf2b7ade65a8dcd93c,.bob/skills/delivery_color_check/SKILL.md
demand-architect,shared-execution,make,patenttoproductos,t03,c1d2b30ac2da6d82e969143c01a55d4885b1957e5e8edcae82f88da3aab3fb39,.bob/skills/demand-architect/SKILL.md
demo-guide-architect,shared-execution,create,eventos,integration,96daea9d2b088a32ac3ba9d89254da2d690efe0dda2bfa1863d717810fc1d4f6,.bob/skills/demo-guide-architect/SKILL.md
depth_foreground_background,shared-execution,make,innovationos,integration,91bf3980380d242708794da284ddfec34cb4ec2f2b9ec676824ddef4864d01eb,.bob/skills/depth_foreground_background/SKILL.md
design-accessibility-auditor,design,create,brandos,integration,4cc0fc114eda252305f8f430da15226fc4f8c66569d94ec8b22fc56a5b68776a,.bob/skills/design-accessibility-auditor/SKILL.md
design-accessibility-specialist,design,create,brandos,integration,b29e31bd1c55ae7784757a9b4372e36b0bad2f32d0cd8e5e623c509a07c300b3,.bob/skills/design-accessibility-specialist/SKILL.md
design-assess-privacy-by-design,design,make,buildos,assurance,d05257ec8a221d14fc07a981e34e8ef7fdd67c7fc89c11cc19e0bb07513f9634,.bob/skills/design-assess-privacy-by-design/SKILL.md
design-co-design-service-concepts,design,create,brandos,assurance,7b340da897aef2dd48dee3e440a84db2e9c93536c76f6962da778b75748207af,.bob/skills/design-co-design-service-concepts/SKILL.md
design-color-contrast-reviewer,design,create,brandos,integration,19a2ab09b39e4140e55ffeb4519afc39059b1fa45395e7fd280f930d078695eb,.bob/skills/design-color-contrast-reviewer/SKILL.md
design-component-design-specialist,design,create,brandos,integration,d87d05b85358f52ad025b30f8387a30d7b64ec1dbe836870c1f96c29186a5d37,.bob/skills/design-component-design-specialist/SKILL.md
design-conduct-user-research,design,make,researchos,t08,356dbe83797537aa988c16a6e0dba0dd2c82b42fd591d93473c4dbe24b9f2357,.bob/skills/design-conduct-user-research/SKILL.md
design-content-designer,design,create,brandos,integration,0ef9b4f3b25616561a440d2a4da084481d884f46075cfb61612df638b56ee3dc,.bob/skills/design-content-designer/SKILL.md
design-conversion-ux-specialist,design,create,brandos,integration,44242e33248bd11de4b06c8202054e8e5c4e0bc78ae503ecdc219a574c5ab72c,.bob/skills/design-conversion-ux-specialist/SKILL.md
design-critic,design,create,brandos,integration,90f63edeb30223934202d25301f2ffcb739d308ebb72d77da31b677637b26d6d,.bob/skills/design-critic/SKILL.md
design-define-service-measures,design,run,boardos,assurance,cda729ee678c909cf3f219f14b17b5d8420ec88a5fa6c62bf70ce590ab11a8dc,.bob/skills/design-define-service-measures/SKILL.md
design-define-service-requirements,design,make,buildos,t01,6b60074468516faac82f02266619dad1b28d2b5257ed8515785e7971eef9d345,.bob/skills/design-define-service-requirements/SKILL.md
design-design-inclusive-content,design,make,buildos,integration,d2e2517144b48e6b7945b801ba80f245ef3053dcd44bb253cb24a10bb1892b84,.bob/skills/design-design-inclusive-content/SKILL.md
design-director-advisor,design,create,brandos,integration,ce4c0b382464acf54d92dad08af6b576675a38cc72ea2efea338d2dbffc1f51d,.bob/skills/design-director-advisor/SKILL.md
design-enterprise-ux-specialist,design,create,brandos,integration,973f508e2759d1278fd49cf12b3e2a9a15e57ddc04f063094c789c1364ceebc2,.bob/skills/design-enterprise-ux-specialist/SKILL.md
design-evaluate-accessibility,design,make,buildos,assurance,b65dc519f0e81c4605d669fd735c255b9e57904652b4e50739d2edb356517eb3,.bob/skills/design-evaluate-accessibility/SKILL.md
design-frame-design-challenge,design,make,buildos,integration,4d8548129564c6f4c422ba3fb57b5e624a7dd797e0dea397c4df037c6e049f95,.bob/skills/design-frame-design-challenge/SKILL.md
design-information-architect,design,create,brandos,integration,6b70623d4da3cc54b37d75d412c7f9df88ef2027ff0d8e89f8de155f2a6532e3,.bob/skills/design-information-architect/SKILL.md
design-interaction-designer,design,create,brandos,integration,216b5ff8b783f77c0bc36f22b18ed7501de170f07eb202d6f2a1fb68713aa6eb,.bob/skills/design-interaction-designer/SKILL.md
design-journey-mapping-specialist,design,create,brandos,integration,71137b70cf135e0004bd7aee49014d28d4f11cd372883634b9af8e12c54e81fe,.bob/skills/design-journey-mapping-specialist/SKILL.md
design-map-service-journey,design,create,brandos,integration,3bfd0686cfb07b104803338081b29975b26fab6e07f9b6adb89feba286299757,.bob/skills/design-map-service-journey/SKILL.md
design-mobile-ux-specialist,design,create,brandos,integration,81f04e36542c18b3d32f6f368a25525016707bf1f5b57613c7b4be5bccec1f06,.bob/skills/design-mobile-ux-specialist/SKILL.md
design-model-service-blueprint,design,create,brandos,assurance,85a11e93ba0deb9cab6edd80dcc1e485af87253351500f9b84d8eee0821e3ec2,.bob/skills/design-model-service-blueprint/SKILL.md
design-monitor-service-improvement,design,run,boardos,assurance,a09bcbe6b4ee5f3b14a58521d9d9203840886f8445bb08fdb13c9ff3d23a2a2e,.bob/skills/design-monitor-service-improvement/SKILL.md
design-motion-principles,design,create,brandos,assurance,87b89e8bd981cc1e4a740fd27d0e49880120617f105d88ce642c1d85eedec898,.bob/skills/design-motion-principles/SKILL.md
design-orchestrator,design,create,brandos,integration,3bc165ec533715c3eedb66fbf91ce70c9c90dce88c5bddd0fbd47d5c3523d5e9,.bob/skills/design-orchestrator/SKILL.md
design-prepare-design-handoff,design,make,buildos,integration,e4c1579371569afc02121c98659cba322803e29e09e804a8dce4df76953d43f4,.bob/skills/design-prepare-design-handoff/SKILL.md
design-prioritize-service-opportunities,design,make,buildos,t01,aea6ca15a38c6fcbeb40952e2afa99a0aa0322b65cd3e07766c6c54cebda7993,.bob/skills/design-prioritize-service-opportunities/SKILL.md
design-product-designer,design,make,buildos,t01,c6949b2b44c937973e5e785488936d223a3032a63c260cdfa35ee8d1a2e4d252,.bob/skills/design-product-designer/SKILL.md
design-prototype-service-interactions,design,make,buildos,integration,654d61c4efdf8a567a29011ea6fb2101e2eb79d7e14c334500fd4910c1568f0c,.bob/skills/design-prototype-service-interactions/SKILL.md
design-prototype-strategist,design,create,brandos,integration,4a35b572311970128798415f05d09435cd4fca0e493ad20cb55a7eee82bcecc2,.bob/skills/design-prototype-strategist/SKILL.md
design-qa-specialist,design,make,buildos,t03,2a17e9b75149a9dc480ffc3408963010105a488f96e9003af57ae2411ff09b14,.bob/skills/design-qa-specialist/SKILL.md
design-responsive-design-specialist,design,create,brandos,integration,5fd10c3ec14a1c5df057ac0228699f683ee5b2aca2bc85c239ae1c62b5ed4cf3,.bob/skills/design-responsive-design-specialist/SKILL.md
design-run-usability-testing,design,make,buildos,assurance,b622bf3368a3961efffc6705ee73d9bd85fb359d4d5de47b59aff7b471eb3dd8,.bob/skills/design-run-usability-testing/SKILL.md
design-synthesize-research-evidence,design,make,researchos,t08,e21f91411c2484d7a1e8e19a0a3c8f4a9f78cdea0cf7c6e8bbb93858d4d55ad7,.bob/skills/design-synthesize-research-evidence/SKILL.md
design-system-architect,design,create,brandos,integration,6ee5965d1258dee315b6dfd25b24de9c35aff67a3744283047f6289a44604eea,.bob/skills/design-system-architect/SKILL.md
design-system-reviewer,design,create,brandos,integration,365bce624e96e20a715b78408ed6e9c91fdd0ff01a6dd8ba9fe8e1cf5c6c28a0,.bob/skills/design-system-reviewer/SKILL.md
design-typography-specialist,design,create,brandos,integration,b37b62cbca7b39c4c8b5759f6682380817fd7dc000c5bfbe545b14b024993c8d,.bob/skills/design-typography-specialist/SKILL.md
design-ui-designer,design,create,brandos,integration,0af9399ba907d390022fac1e554fce9a21d5574560b529cb047a15e4f4f41aaa,.bob/skills/design-ui-designer/SKILL.md
design-usability-analyst,design,create,brandos,integration,6d2ec76dadcbddd0d32c6253d23def5bf470489f6aecac8d2afd065467477df9,.bob/skills/design-usability-analyst/SKILL.md
design-user-flow-designer,design,create,brandos,integration,2ee53535913b41305742283215f17d43d5999f73ef352fb2a8e379183de512b6,.bob/skills/design-user-flow-designer/SKILL.md
design-ux-heuristics-reviewer,design,create,brandos,integration,5aa79b46f6cb2a7236ea4d1dfc6aad8d51cd113fd8e841acd4bc72b5cf70cac4,.bob/skills/design-ux-heuristics-reviewer/SKILL.md
design-ux-researcher,design,create,brandos,integration,72ae1098bb8687b3542e655aa638efbc10fbac0cc0c0adecd6714971d06b505c,.bob/skills/design-ux-researcher/SKILL.md
design-ux-strategist,design,create,brandos,integration,47ebdb6b0c10978082dd7096646ad6ee79c31c2f5aaf878e35d8349da4264805,.bob/skills/design-ux-strategist/SKILL.md
design-ux-writer,design,create,brandos,integration,edaf06b061c6a4b817e5b22ba80354a21bc7d07752535690568fb788ebc563d1,.bob/skills/design-ux-writer/SKILL.md
design-visual-hierarchy-reviewer,design,create,brandos,integration,5837f5eb91d4af71b2c876ae91748ddd2d18f135a42aeec5b7facf4e5f1a241b,.bob/skills/design-visual-hierarchy-reviewer/SKILL.md
design-web-ux-specialist,design,create,brandos,integration,efe536f09d24bc0fcc786958ff318a87dacaa827696530ac2085c41ec7290356,.bob/skills/design-web-ux-specialist/SKILL.md
design-wireframe-specialist,design,create,brandos,integration,b2b7ca572922dee4196c4eddd27787fca254d51786f44d6f6fd330b2f7ef7dff,.bob/skills/design-wireframe-specialist/SKILL.md
destructive-command-guard,shared-execution,run,pmoos,integration,f2ef44b81d06e8a1b9bb1d49484266a5af95d2a28d317a60266fcfd485c36fb5,.bob/skills/destructive-command-guard/SKILL.md
dialogue-voice-subtext,shared-execution,protect,complianceos,assurance,cbb3297615b789d97c33dfd75af6463b0750e357f470bf726e2137bdc6e539fc,.bob/skills/dialogue-voice-subtext/SKILL.md
dialogue_edit,shared-execution,make,innovationos,integration,4a64f339ee2d5d2d5b781eb3d54b85fb509a7bd41647bf7974bc731b5538035a,.bob/skills/dialogue_edit/SKILL.md
dialogue_scene_direction,shared-execution,make,innovationos,integration,ea1193fe5cb5ab0aac0db53a01683dc2794d15414e7e5e9ab579517233eadabc,.bob/skills/dialogue_scene_direction/SKILL.md
dialogue_to_action_substitution,shared-execution,make,innovationos,integration,3db29c29525add35035686b61e185bee983cbd63d4d5fffa2715a8f54eed0b8b,.bob/skills/dialogue_to_action_substitution/SKILL.md
dialogue_voice_audit,shared-execution,protect,complianceos,integration,69d1d869276382885e908330ed75bec533b4ccbb7bc265fa923c62af72c9ab24,.bob/skills/dialogue_voice_audit/SKILL.md
dialogue_voice_construction,shared-execution,create,mediaos,integration,d594ce42a9e1a9b07ab350a316c13a0e3a6eaa0ff2f83c22f19a81319c111fa8,.bob/skills/dialogue_voice_construction/SKILL.md
director-breakdown,shared-execution,run,boardos,t02,df217ba01370b38422671063a7f13087d40083693b5b4afba2be038bd36c0c28,.bob/skills/director-breakdown/SKILL.md
documentary-evidence,shared-execution,protect,patentos,integration,c3ec79f1ffc3295342c98ca7e6bed2b7eef793567d5389d6680eaa2f615a76f3,.bob/skills/documentary-evidence/SKILL.md
doordash-constraint-framework,shared-execution,make,patenttoproductos,t03,4bf57535e0ffa8f45530622c0ba74ab222cf2ac959f2050c1161ffaf77ca79de,.bob/skills/doordash-constraint-framework/SKILL.md
dramatic_question_design,shared-execution,make,innovationos,integration,889964e6fee4556a42b70ab9e162428178c38b7cdb799bea42921af4ba763ddc,.bob/skills/dramatic_question_design/SKILL.md
ecommerce-cart-optimization-specialist,ecommerce,sell,commerceos,t06,c7d53f19e8584fc2d1c02380f25eca9fb3c870f2f614465fb5b1f5f2d1925f78,.bob/skills/ecommerce-cart-optimization-specialist/SKILL.md
ecommerce-catalog-management-specialist,ecommerce,sell,commerceos,t04,40d83c675992acf538d23646cbbc856230396c4d3bd8d174ec9fcd6e140a1603,.bob/skills/ecommerce-catalog-management-specialist/SKILL.md
ecommerce-conversion-specialist,ecommerce,sell,commerceos,t06,858b0e5b3079bd9bf435de8a8dc28a1d140d9138def0d2b84d13352116e0a6e5,.bob/skills/ecommerce-conversion-specialist/SKILL.md
ecommerce-customer-journey-analyst,ecommerce,sell,commerceos,integration,917418e06a1b8523eba6aa3b4c6e5f5922e880c632ca22af28c9638b460c385e,.bob/skills/ecommerce-customer-journey-analyst/SKILL.md
ecommerce-e-commerce-analytics-specialist,ecommerce,sell,commerceos,integration,1c6abdb8098581c18eb1b7c985444a63dcc7454d2f649fb34d3f23e3480f54b2,.bob/skills/ecommerce-e-commerce-analytics-specialist/SKILL.md
ecommerce-e-commerce-orchestrator,ecommerce,sell,commerceos,integration,8460e3bf34d472852c80ecd414190cf6b84939afae427efe79ffd63e14f658d8,.bob/skills/ecommerce-e-commerce-orchestrator/SKILL.md
ecommerce-e-commerce-seo-specialist,ecommerce,sell,commerceos,integration,9df359a5c54ef0414353170b44518a3dd33b5cdb116a0233e248172007815f82,.bob/skills/ecommerce-e-commerce-seo-specialist/SKILL.md
ecommerce-e-commerce-strategist,ecommerce,sell,commerceos,integration,80f6b6ced631e3e410af8c926f079811000baf3492e4b3d022df33940c68e93b,.bob/skills/ecommerce-e-commerce-strategist/SKILL.md
ecommerce-marketplace-analyst,ecommerce,sell,commerceos,integration,5fbb48c3ba8739872d7e17c654692fa503883ed74502e8bfe646046dc1384c0f,.bob/skills/ecommerce-marketplace-analyst/SKILL.md
ecommerce-marketplace-operations-specialist,ecommerce,sell,commerceos,integration,269e815b0ead9a008a3e36046c7afccfd5fc991260bdeeca487711c5c2b7c959,.bob/skills/ecommerce-marketplace-operations-specialist/SKILL.md
ecommerce-merchandising-specialist,ecommerce,sell,commerceos,t08,cb6899b23c882c93fbdf965e7622a5d083de91e8d79bf2abb7d3b4f77ab8b0d3,.bob/skills/ecommerce-merchandising-specialist/SKILL.md
ecommerce-orchestrator,ecommerce,sell,commerceos,integration,07b45f8fc1c8a0021ea126ec6a6df016ba05b6dcc6970c9ae47ed384358660eb,.bob/skills/ecommerce-orchestrator/SKILL.md
ecommerce-pricing-analyst,ecommerce,sell,pricingos,integration,ac3c254ea4ec286965ac560fffce7b240f6e2f5f10df0cc38ea0a96b853b885a,.bob/skills/ecommerce-pricing-analyst/SKILL.md
ecommerce-product-description-writer,ecommerce,sell,commerceos,t01,74cc9b9a740b9c046967113b4edce0c79620e966f8cdab0c784f46795c555859,.bob/skills/ecommerce-product-description-writer/SKILL.md
